Date,Open,High,Low,Close
2024-05-20 19:40,2425.235,2426.688,2425.235,2425.978
2024-05-20 19:45,2425.975,2427.975,2425.785,2427.925
2024-05-20 19:50,2427.925,2429.785,2427.725,2429.388
2024-05-20 19:55,2429.315,2429.655,2428.275,2428.805
2024-05-20 20:00,2428.785,2432.015,2427.228,2430.665
2024-05-20 20:05,2430.715,2430.815,2426.395,2426.725
2024-05-20 20:10,2426.745,2430.795,2426.695,2429.145
2024-05-20 20:15,2429.105,2431.435,2428.878,2429.165
2024-05-20 20:20,2429.145,2431.508,2428.755,2429.925
2024-05-20 20:25,2429.915,2432.955,2429.565,2430.515
2024-05-20 20:30,2430.485,2430.485,2424.175,2426.625
2024-05-20 20:35,2426.615,2428.495,2426.185,2428.315
2024-05-20 20:40,2428.315,2429.405,2426.565,2428.375
2024-05-20 20:45,2428.305,2429.255,2427.005,2427.965
2024-05-20 20:50,2427.965,2428.415,2424.375,2424.925
2024-05-20 20:55,2424.915,2425.105,2419.478,2420.308
2024-05-20 21:00,2420.265,2421.555,2418.055,2419.385
2024-05-20 21:05,2419.225,2422.145,2418.275,2421.915
2024-05-20 21:10,2421.985,2422.505,2416.025,2417.925
2024-05-20 21:15,2417.935,2419.775,2417.825,2419.335
2024-05-20 21:20,2419.335,2421.225,2418.655,2419.615
2024-05-20 21:25,2419.625,2420.515,2418.275,2418.595
2024-05-20 21:30,2418.625,2420.325,2415.715,2420.125
2024-05-20 21:35,2420.085,2420.085,2415.048,2415.088
2024-05-20 21:40,2415.078,2416.935,2413.645,2414.885
2024-05-20 21:45,2414.985,2417.185,2414.985,2415.665
2024-05-20 21:50,2415.665,2416.925,2412.635,2413.545
2024-05-20 21:55,2413.545,2413.985,2411.378,2413.815
2024-05-20 22:00,2413.785,2416.275,2413.135,2415.785
2024-05-20 22:05,2415.765,2417.038,2414.505,2414.575
2024-05-20 22:10,2414.575,2415.565,2414.175,2414.225
2024-05-20 22:15,2414.195,2414.765,2412.118,2412.208
2024-05-20 22:20,2412.198,2413.235,2408.848,2410.505
2024-05-20 22:25,2410.505,2411.235,2406.158,2410.235
2024-05-20 22:30,2410.235,2411.035,2409.575,2410.055
2024-05-20 22:35,2410.025,2411.745,2409.995,2411.345
2024-05-20 22:40,2411.305,2412.075,2410.475,2411.685
2024-05-20 22:45,2411.685,2412.625,2411.515,2412.435
2024-05-20 22:50,2412.445,2413.665,2412.295,2413.355
2024-05-20 22:55,2413.345,2414.405,2413.345,2413.665
2024-05-20 23:00,2413.645,2414.325,2413.075,2414.275
2024-05-20 23:05,2414.275,2414.675,2413.585,2414.285
2024-05-20 23:10,2414.325,2414.385,2412.365,2412.925
2024-05-20 23:15,2412.925,2413.775,2412.405,2413.585
2024-05-20 23:20,2413.585,2415.155,2412.825,2414.185
2024-05-20 23:25,2414.325,2414.535,2413.248,2414.265
2024-05-20 23:30,2414.245,2414.795,2413.045,2414.145
2024-05-20 23:35,2414.125,2414.524,2413.575,2413.948
2024-05-20 23:40,2413.978,2415.348,2413.558,2415.335
2024-05-20 23:45,2415.195,2415.788,2414.775,2415.115
2024-05-20 23:50,2415.135,2415.135,2413.125,2413.125
2024-05-20 23:55,2413.125,2413.125,2410.564,2412.318
2024-05-21 00:00,2412.285,2414.635,2412.005,2414.275
2024-05-21 00:05,2414.285,2415.125,2413.985,2414.975
2024-05-21 00:10,2414.975,2415.465,2414.318,2415.105
2024-05-21 00:15,2415.095,2415.445,2414.605,2414.955
2024-05-21 00:20,2414.975,2415.955,2414.665,2415.585
2024-05-21 00:25,2415.748,2417.315,2415.558,2416.025
2024-05-21 00:30,2416.018,2416.735,2415.038,2416.125
2024-05-21 00:35,2416.145,2416.235,2413.328,2413.715
2024-05-21 00:40,2413.695,2415.025,2413.315,2413.875
2024-05-21 00:45,2413.834,2415.655,2413.268,2415.315
2024-05-21 00:50,2415.245,2415.865,2414.665,2415.865
2024-05-21 00:55,2415.865,2417.905,2415.395,2416.378
2024-05-21 01:00,2416.368,2417.265,2415.325,2415.638
2024-05-21 01:05,2415.728,2416.378,2413.558,2414.955
2024-05-21 01:10,2414.955,2415.695,2413.335,2415.695
2024-05-21 01:15,2415.735,2417.215,2415.625,2416.445
2024-05-21 01:20,2416.455,2416.568,2413.425,2414.925
2024-05-21 01:25,2414.935,2416.405,2414.478,2415.175
2024-05-21 01:30,2415.155,2417.255,2414.675,2416.085
2024-05-21 01:35,2416.075,2416.475,2414.185,2415.545
2024-05-21 01:40,2415.535,2416.355,2414.365,2414.765
2024-05-21 01:45,2414.765,2414.785,2412.715,2413.035
2024-05-21 01:50,2412.965,2413.455,2409.685,2409.735
2024-05-21 01:55,2409.755,2412.115,2409.525,2410.485
2024-05-21 02:00,2410.485,2411.865,2408.484,2411.725
2024-05-21 02:05,2411.735,2412.945,2411.358,2412.785
2024-05-21 02:10,2412.745,2414.275,2411.665,2413.925
2024-05-21 02:15,2413.865,2414.915,2413.098,2414.688
2024-05-21 02:20,2414.668,2415.595,2413.875,2415.185
2024-05-21 02:25,2415.185,2416.975,2415.065,2416.605
2024-05-21 02:30,2416.554,2419.064,2416.255,2419.045
2024-05-21 02:35,2418.988,2420.075,2417.765,2418.955
2024-05-21 02:40,2418.935,2421.805,2418.515,2421.645
2024-05-21 02:45,2421.705,2422.075,2418.795,2419.395
2024-05-21 02:50,2419.395,2419.835,2417.495,2417.835
2024-05-21 02:55,2417.788,2419.185,2417.715,2419.185
2024-05-21 03:00,2419.235,2419.875,2418.305,2418.405
2024-05-21 03:05,2418.385,2419.855,2417.308,2417.588
2024-05-21 03:10,2417.585,2418.865,2417.065,2417.095
2024-05-21 03:15,2417.105,2417.608,2416.415,2417.215
2024-05-21 03:20,2417.225,2417.228,2415.125,2416.465
2024-05-21 03:25,2416.395,2417.095,2416.015,2416.355
2024-05-21 03:30,2416.305,2417.455,2415.835,2415.978
2024-05-21 03:35,2415.978,2416.468,2414.205,2414.628
2024-05-21 03:40,2414.615,2415.995,2414.315,2415.995
2024-05-21 03:45,2416.015,2418.285,2415.955,2418.265
2024-05-21 03:50,2418.225,2419.285,2417.735,2418.825
2024-05-21 03:55,2418.855,2419.735,2418.625,2418.625
2024-05-21 04:00,2418.555,2418.555,2417.105,2417.735
2024-05-21 04:05,2417.745,2418.615,2417.275,2418.415
2024-05-21 04:10,2418.415,2419.235,2416.768,2417.215
2024-05-21 04:15,2417.255,2419.235,2417.145,2418.835
2024-05-21 04:20,2418.875,2420.065,2418.355,2418.588
2024-05-21 04:25,2418.575,2418.615,2416.455,2416.835
2024-05-21 04:30,2416.885,2418.105,2416.405,2416.465
2024-05-21 04:35,2416.475,2417.215,2415.235,2415.335
2024-05-21 04:40,2415.325,2415.825,2412.058,2413.985
2024-05-21 04:45,2413.965,2416.445,2413.845,2416.445
2024-05-21 04:50,2416.425,2417.605,2415.855,2415.855
2024-05-21 04:55,2415.804,2417.045,2415.665,2416.225
2024-05-21 05:00,2416.185,2417.995,2416.185,2417.175
2024-05-21 05:05,2417.195,2417.755,2415.315,2415.315
2024-05-21 05:10,2415.255,2416.658,2414.825,2416.595
2024-05-21 05:15,2416.575,2417.955,2416.528,2417.815
2024-05-21 05:20,2417.835,2417.835,2415.935,2416.495
2024-05-21 05:25,2416.525,2417.478,2416.265,2416.555
2024-05-21 05:30,2416.535,2417.055,2415.398,2416.615
2024-05-21 05:35,2416.605,2417.825,2416.115,2417.235
2024-05-21 05:40,2417.135,2417.485,2416.305,2417.195
2024-05-21 05:45,2417.245,2418.975,2416.915,2418.845
2024-05-21 05:50,2418.875,2419.685,2418.575,2419.388
2024-05-21 05:55,2419.388,2419.905,2418.798,2419.665
2024-05-21 06:00,2419.668,2421.425,2419.255,2421.005
2024-05-21 06:05,2421.065,2422.895,2419.518,2419.625
2024-05-21 06:10,2419.605,2420.005,2418.715,2419.115
2024-05-21 06:15,2419.115,2419.188,2417.278,2417.335
2024-05-21 06:20,2417.315,2418.615,2417.205,2418.275
2024-05-21 06:25,2418.275,2420.155,2418.155,2420.015
2024-05-21 06:30,2420.015,2420.605,2419.215,2419.645
2024-05-21 06:35,2419.645,2420.285,2418.915,2419.495
2024-05-21 06:40,2419.485,2421.035,2419.225,2420.815
2024-05-21 06:45,2420.805,2421.585,2419.815,2421.575
2024-05-21 06:50,2421.625,2422.638,2421.555,2422.378
2024-05-21 06:55,2422.368,2423.628,2422.365,2423.325
2024-05-21 07:00,2423.325,2423.588,2422.285,2423.045
2024-05-21 07:05,2423.085,2424.575,2423.035,2424.415
2024-05-21 07:10,2424.395,2424.788,2423.715,2424.485
2024-05-21 07:15,2424.478,2425.508,2423.625,2424.515
2024-05-21 07:20,2424.525,2426.815,2424.525,2426.788
2024-05-21 07:25,2426.788,2428.195,2426.528,2427.208
2024-05-21 07:30,2427.155,2429.128,2426.365,2427.728
2024-05-21 07:35,2427.724,2429.825,2426.854,2428.778
2024-05-21 07:40,2428.775,2429.015,2425.408,2425.615
2024-05-21 07:45,2425.715,2426.205,2423.545,2423.705
2024-05-21 07:50,2423.655,2427.205,2423.175,2425.815
2024-05-21 07:55,2425.725,2426.965,2425.445,2426.125
2024-05-21 08:00,2426.125,2427.068,2420.325,2423.085
2024-05-21 08:05,2423.165,2427.415,2422.035,2425.828
2024-05-21 08:10,2425.828,2428.745,2424.958,2427.875
2024-05-21 08:15,2427.875,2429.215,2426.768,2426.865
2024-05-21 08:20,2426.875,2429.635,2426.198,2429.485
2024-05-21 08:25,2429.505,2431.385,2428.245,2428.685
2024-05-21 08:30,2428.685,2430.645,2425.898,2427.065
2024-05-21 08:35,2427.105,2430.335,2427.095,2428.475
2024-05-21 08:40,2428.445,2428.615,2424.738,2425.805
2024-05-21 08:45,2425.805,2428.225,2424.765,2426.575
2024-05-21 08:50,2426.575,2427.315,2424.635,2426.295
2024-05-21 08:55,2426.255,2429.305,2426.255,2427.645
2024-05-21 09:00,2427.645,2430.495,2425.895,2429.325
2024-05-21 09:05,2429.315,2430.815,2429.265,2430.575
2024-05-21 09:10,2430.585,2430.785,2428.785,2428.875
2024-05-21 09:15,2428.895,2428.895,2426.105,2427.405
2024-05-21 09:20,2427.425,2427.625,2425.235,2425.395
2024-05-21 09:25,2425.375,2427.485,2425.265,2427.355
2024-05-21 09:30,2427.385,2428.745,2426.208,2428.105
2024-05-21 09:35,2428.155,2429.238,2426.645,2428.535
2024-05-21 09:40,2428.535,2429.158,2427.344,2428.395
2024-05-21 09:45,2428.375,2430.335,2428.175,2429.245
2024-05-21 09:50,2429.225,2430.695,2428.208,2430.185
2024-05-21 09:55,2430.185,2431.578,2429.148,2429.405
2024-05-21 10:00,2429.428,2433.085,2429.415,2432.925
2024-05-21 10:05,2432.985,2433.838,2431.378,2431.578
2024-05-21 10:10,2431.578,2431.788,2429.308,2431.725
2024-05-21 10:15,2431.705,2432.075,2429.275,2430.185
2024-05-21 10:20,2430.275,2430.645,2427.605,2428.315
2024-05-21 10:25,2428.208,2429.625,2427.245,2428.945
2024-05-21 10:30,2428.945,2430.145,2428.655,2429.755
2024-05-21 10:35,2429.755,2429.755,2426.135,2426.698
2024-05-21 10:40,2426.675,2427.995,2422.748,2423.705
2024-05-21 10:45,2423.605,2425.195,2421.625,2422.455
2024-05-21 10:50,2422.505,2424.255,2419.915,2422.635
2024-05-21 10:55,2422.625,2423.495,2420.915,2423.275
2024-05-21 11:00,2423.255,2423.585,2417.875,2418.538
2024-05-21 11:05,2418.425,2421.275,2418.345,2420.015
2024-05-21 11:10,2420.025,2421.105,2419.255,2420.405
2024-05-21 11:15,2420.425,2422.315,2420.185,2421.345
2024-05-21 11:20,2421.304,2421.425,2419.705,2420.665
2024-05-21 11:25,2420.685,2421.358,2419.158,2419.308
2024-05-21 11:30,2419.278,2421.868,2419.278,2421.418
2024-05-21 11:35,2421.408,2421.678,2420.128,2420.438
2024-05-21 11:40,2420.428,2421.315,2419.538,2421.015
2024-05-21 11:45,2421.015,2421.488,2420.375,2421.125
2024-05-21 11:50,2421.148,2423.348,2420.775,2423.215
2024-05-21 11:55,2423.205,2423.518,2422.215,2422.725
2024-05-21 12:00,2422.765,2423.708,2422.765,2423.335
2024-05-21 12:05,2423.325,2423.325,2421.435,2421.698
2024-05-21 12:10,2421.715,2421.785,2418.935,2419.805
2024-05-21 12:15,2419.775,2420.968,2419.755,2420.295
2024-05-21 12:20,2420.235,2421.745,2419.675,2421.635
2024-05-21 12:25,2421.635,2421.918,2420.865,2421.865
2024-05-21 12:30,2421.815,2422.828,2421.225,2421.445
2024-05-21 12:35,2421.405,2421.845,2420.155,2420.198
2024-05-21 12:40,2420.178,2420.698,2419.238,2420.008
2024-05-21 12:45,2419.998,2420.275,2418.415,2418.778
2024-05-21 12:50,2418.778,2420.328,2418.708,2419.735
2024-05-21 12:55,2419.758,2420.685,2419.678,2419.858
2024-05-21 13:00,2419.825,2419.825,2417.238,2418.545
2024-05-21 13:05,2418.395,2419.595,2418.395,2419.295
2024-05-21 13:10,2419.295,2420.235,2418.885,2419.435
2024-05-21 13:15,2419.435,2420.125,2419.225,2419.768
2024-05-21 13:20,2419.768,2420.275,2418.685,2419.585
2024-05-21 13:25,2419.595,2419.645,2418.295,2418.675
2024-05-21 13:30,2418.655,2419.445,2418.525,2418.735
2024-05-21 13:35,2418.775,2419.465,2418.465,2419.215
2024-05-21 13:40,2419.215,2419.675,2418.635,2419.235
2024-05-21 13:45,2419.165,2419.755,2419.045,2419.535
2024-05-21 13:50,2419.535,2420.215,2419.115,2419.998
2024-05-21 13:55,2419.995,2420.478,2419.725,2420.308
2024-05-21 14:00,2420.295,2421.138,2419.835,2420.715
2024-05-21 14:05,2420.738,2422.445,2420.345,2422.445
2024-05-21 14:10,2422.445,2423.348,2422.335,2423.235
2024-05-21 14:15,2423.185,2424.508,2422.965,2423.705
2024-05-21 14:20,2423.695,2424.928,2423.625,2424.585
2024-05-21 14:25,2424.534,2424.848,2423.565,2424.148
2024-05-21 14:30,2424.155,2424.508,2423.708,2424.415
2024-05-21 14:35,2424.415,2424.528,2423.548,2423.695
2024-05-21 14:40,2423.695,2423.728,2422.785,2423.405
2024-05-21 14:45,2423.408,2424.285,2423.248,2423.308
2024-05-21 14:50,2423.308,2423.538,2422.798,2423.218
2024-05-21 14:55,2423.144,2423.558,2422.988,2423.228
2024-05-21 15:00,2423.225,2423.338,2422.408,2422.688
2024-05-21 15:05,2422.608,2422.698,2422.308,2422.438
2024-05-21 15:10,2422.408,2423.238,2422.218,2422.728
2024-05-21 15:15,2422.738,2422.778,2422.325,2422.325
2024-05-21 15:20,2422.335,2422.498,2421.035,2421.638
2024-05-21 15:25,2421.575,2421.738,2421.318,2421.598
2024-05-21 15:30,2421.598,2421.648,2420.955,2420.958
2024-05-21 15:35,2420.955,2421.468,2420.908,2421.468
2024-05-21 15:40,2421.468,2421.728,2421.368,2421.718
2024-05-21 15:45,2421.665,2421.748,2421.068,2421.178
2024-05-21 15:50,2421.158,2421.175,2420.615,2420.698
2024-05-21 15:55,2420.685,2420.905,2420.258,2420.365
2024-05-21 17:00,2421.034,2421.494,2420.274,2420.984
2024-05-21 17:05,2421.044,2421.664,2420.964,2421.284
2024-05-21 17:10,2421.284,2421.384,2420.934,2420.964
2024-05-21 17:15,2420.964,2421.484,2420.904,2420.964
2024-05-21 17:20,2420.984,2421.284,2420.964,2421.264
2024-05-21 17:25,2421.324,2421.684,2420.954,2420.984
2024-05-21 17:30,2420.984,2421.884,2420.954,2421.584
2024-05-21 17:35,2421.584,2421.884,2421.574,2421.684
2024-05-21 17:40,2421.784,2422.014,2421.244,2421.314
2024-05-21 17:45,2421.194,2421.194,2420.924,2421.184
2024-05-21 17:50,2421.284,2421.384,2420.924,2421.244
2024-05-21 17:55,2421.284,2421.984,2421.284,2421.814
2024-05-21 18:00,2421.804,2421.804,2421.184,2421.484
2024-05-21 18:05,2421.504,2421.584,2421.284,2421.284
2024-05-21 18:10,2421.284,2421.484,2421.274,2421.334
2024-05-21 18:15,2421.384,2421.634,2421.254,2421.304
2024-05-21 18:20,2421.324,2421.534,2421.114,2421.434
2024-05-21 18:25,2421.434,2421.434,2421.134,2421.374
2024-05-21 18:30,2421.424,2421.544,2421.024,2421.214
2024-05-21 18:35,2421.224,2421.324,2421.024,2421.254
2024-05-21 18:40,2421.244,2421.984,2421.124,2421.584
2024-05-21 18:45,2421.684,2421.894,2421.324,2421.524
2024-05-21 18:50,2421.544,2421.884,2421.174,2421.504
2024-05-21 18:55,2421.514,2421.724,2421.094,2421.494
2024-05-21 19:00,2421.564,2422.284,2421.384,2422.104
2024-05-21 19:05,2422.134,2422.404,2421.884,2422.244
2024-05-21 19:10,2422.274,2422.894,2421.664,2421.664
2024-05-21 19:15,2421.774,2422.954,2421.664,2422.464
2024-05-21 19:20,2422.524,2422.564,2421.884,2422.104
2024-05-21 19:25,2422.004,2422.464,2421.784,2422.184
2024-05-21 19:30,2422.194,2422.784,2422.044,2422.414
2024-05-21 19:35,2422.404,2422.524,2420.514,2421.454
2024-05-21 19:40,2421.454,2421.834,2421.244,2421.494
2024-05-21 19:45,2421.494,2422.124,2421.064,2421.304
2024-05-21 19:50,2421.314,2421.334,2420.184,2420.824
2024-05-21 19:55,2420.814,2420.824,2420.134,2420.294
2024-05-21 20:00,2420.334,2422.844,2419.634,2422.244
2024-05-21 20:05,2422.204,2422.784,2420.644,2420.684
2024-05-21 20:10,2420.644,2422.604,2420.644,2421.944
2024-05-21 20:15,2421.944,2423.224,2421.534,2422.524
2024-05-21 20:20,2422.364,2422.854,2421.404,2421.604
2024-05-21 20:25,2421.544,2421.904,2420.894,2421.304
2024-05-21 20:30,2421.304,2421.304,2419.124,2419.764
2024-05-21 20:35,2419.754,2420.604,2419.124,2419.364
2024-05-21 20:40,2419.244,2420.354,2419.244,2419.724
2024-05-21 20:45,2419.724,2421.844,2419.574,2421.724
2024-05-21 20:50,2421.724,2422.634,2421.314,2422.334
2024-05-21 20:55,2422.184,2422.534,2421.294,2421.814
2024-05-21 21:00,2421.784,2423.634,2421.784,2423.504
2024-05-21 21:05,2423.524,2426.024,2423.514,2424.624
2024-05-21 21:10,2424.624,2426.344,2424.514,2425.264
2024-05-21 21:15,2425.244,2425.724,2424.434,2424.684
2024-05-21 21:20,2424.674,2425.234,2423.664,2423.754
2024-05-21 21:25,2423.764,2424.144,2423.534,2423.884
2024-05-21 21:30,2423.894,2424.464,2422.494,2422.794
2024-05-21 21:35,2422.784,2422.784,2421.784,2422.124
2024-05-21 21:40,2422.144,2422.334,2420.414,2421.724
2024-05-21 21:45,2421.644,2421.644,2417.404,2418.194
2024-05-21 21:50,2418.224,2418.924,2416.684,2417.464
2024-05-21 21:55,2417.544,2418.284,2415.714,2417.604
2024-05-21 22:00,2417.624,2418.484,2417.114,2417.844
2024-05-21 22:05,2417.854,2419.214,2417.704,2418.924
2024-05-21 22:10,2418.884,2419.344,2418.154,2418.834
2024-05-21 22:15,2418.814,2419.184,2417.854,2418.254
2024-05-21 22:20,2418.234,2418.504,2417.184,2418.184
2024-05-21 22:25,2418.114,2419.084,2418.084,2418.434
2024-05-21 22:30,2418.454,2418.814,2417.454,2418.134
2024-05-21 22:35,2418.134,2418.354,2416.594,2417.034
2024-05-21 22:40,2417.034,2417.214,2415.504,2416.094
2024-05-21 22:45,2416.094,2416.274,2413.514,2414.284
2024-05-21 22:50,2414.304,2415.444,2413.064,2413.224
2024-05-21 22:55,2413.234,2414.204,2412.224,2413.904
2024-05-21 23:00,2413.914,2414.674,2412.784,2414.424
2024-05-21 23:05,2414.434,2414.454,2412.054,2413.144
2024-05-21 23:10,2413.144,2413.944,2412.054,2412.744
2024-05-21 23:15,2412.584,2414.554,2412.184,2414.264
2024-05-21 23:20,2414.264,2415.444,2414.154,2415.244
2024-05-21 23:25,2415.244,2415.844,2414.944,2415.504
2024-05-21 23:30,2415.514,2415.984,2414.874,2414.984
2024-05-21 23:35,2414.904,2415.084,2413.564,2414.034
2024-05-21 23:40,2414.044,2414.104,2412.844,2412.844
2024-05-21 23:45,2412.864,2413.274,2412.224,2412.264
2024-05-21 23:50,2412.304,2413.664,2411.884,2413.234
2024-05-21 23:55,2413.234,2413.294,2412.534,2412.694
2024-05-22 00:00,2412.644,2413.884,2412.304,2413.834
2024-05-22 00:05,2413.794,2413.984,2413.084,2413.304
2024-05-22 00:10,2413.294,2413.484,2412.434,2412.984
2024-05-22 00:15,2412.974,2413.564,2411.214,2413.364
2024-05-22 00:20,2413.364,2414.974,2413.334,2413.854
2024-05-22 00:25,2413.834,2414.414,2413.474,2413.554
2024-05-22 00:30,2413.554,2414.144,2411.574,2413.744
2024-05-22 00:35,2413.844,2414.144,2412.234,2412.634
2024-05-22 00:40,2412.564,2413.734,2412.164,2413.064
2024-05-22 00:45,2412.944,2414.034,2412.154,2412.354
2024-05-22 00:50,2412.344,2416.064,2412.164,2415.264
2024-05-22 00:55,2415.234,2417.184,2415.034,2416.954
2024-05-22 01:00,2417.074,2417.764,2415.954,2416.544
2024-05-22 01:05,2416.564,2417.184,2415.884,2416.474
2024-05-22 01:10,2416.484,2417.564,2415.334,2415.364
2024-05-22 01:15,2415.264,2415.744,2414.264,2415.304
