Date,Open,High,Low,Close,Volume
2022-09-14 12:00:00,1701.198,1701.318,1697.498,1697.564,326
2022-09-14 13:00:00,1697.544,1697.934,1694.878,1695.034,342
2022-09-14 14:00:00,1695.044,1695.958,1693.518,1695.458,279
2022-09-14 15:00:00,1695.468,1697.464,1695.058,1697.168,305
2022-09-14 17:00:00,1696.794,1697.664,1696.488,1697.464,425
2022-09-14 18:00:00,1697.348,1698.124,1696.868,1697.384,345
2022-09-14 19:00:00,1697.404,1697.735,1695.184,1695.474,363
2022-09-14 20:00:00,1695.468,1696.364,1693.554,1695.894,385
2022-09-14 21:00:00,1695.894,1696.428,1693.118,1693.498,359
2022-09-14 22:00:00,1693.508,1693.508,1690.318,1692.604,353
2022-09-14 23:00:00,1692.588,1693.174,1686.778,1687.324,371
2022-09-15 00:00:00,1687.314,1689.554,1685.938,1688.854,366
2022-09-15 01:00:00,1688.824,1689.618,1686.744,1687.761,321
2022-09-15 02:00:00,1687.738,1689.734,1685.548,1689.708,329
2022-09-15 03:00:00,1689.704,1689.864,1686.158,1687.208,329
2022-09-15 04:00:00,1687.204,1690.108,1686.114,1689.468,321
2022-09-15 05:00:00,1689.508,1691.248,1685.628,1686.374,314
2022-09-15 06:00:00,1686.374,1687.308,1684.008,1686.233,311
2022-09-15 07:00:00,1686.23,1692.248,1681.968,1687.448,316
2022-09-15 08:00:00,1687.424,1690.068,1680.298,1689.978,319
2022-09-15 09:00:00,1690.012,1690.851,1663.438,1668.388,313
2022-09-15 10:00:00,1668.418,1671.276,1663.668,1664.321,317
2022-09-15 11:00:00,1664.321,1666.584,1660.24,1664.814,359
2022-09-15 12:00:00,1664.814,1669.144,1664.714,1665.574,332
2022-09-15 13:00:00,1665.584,1666.214,1662.678,1663.224,290
2022-09-15 14:00:00,1663.215,1664.722,1661.354,1663.788,280
2022-09-15 15:00:00,1663.758,1665.178,1663.308,1664.938,357
2022-09-15 17:00:00,1664.708,1665.318,1661.874,1662.504,452
2022-09-15 18:00:00,1662.514,1663.178,1661.198,1662.355,401
2022-09-15 19:00:00,1662.355,1666.318,1662.168,1665.424,301
2022-09-15 20:00:00,1665.424,1667.564,1661.138,1661.438,377
2022-09-15 21:00:00,1661.448,1663.688,1661.418,1663.618,397
2022-09-15 22:00:00,1663.628,1664.288,1662.075,1664.288,382
2022-09-15 23:00:00,1664.258,1665.248,1663.585,1663.985,344
2022-09-16 00:00:00,1663.988,1664.445,1662.628,1662.708,370
2022-09-16 01:00:00,1662.758,1664.048,1659.388,1660.035,390
2022-09-16 02:00:00,1659.965,1662.621,1654.298,1655.625,347
2022-09-16 03:00:00,1655.625,1659.955,1654.048,1658.985,298
2022-09-16 04:00:00,1658.985,1666.218,1658.815,1659.548,311
2022-09-16 05:00:00,1659.568,1666.698,1657.998,1665.808,296
2022-09-16 06:00:00,1665.885,1667.745,1663.548,1665.358,327
2022-09-16 07:00:00,1665.338,1665.485,1658.938,1660.255,300
2022-09-16 08:00:00,1660.235,1665.548,1657.065,1665.028,321
2022-09-16 09:00:00,1665.068,1680.245,1664.9,1676.878,379
2022-09-16 10:00:00,1676.878,1678.688,1673.218,1673.875,312
2022-09-16 11:00:00,1673.875,1674.605,1672.294,1673.065,278
2022-09-16 12:00:00,1673.065,1675.608,1671.025,1671.358,329
2022-09-16 13:00:00,1671.365,1676.215,1671.328,1675.628,294
2022-09-16 14:00:00,1675.578,1677.625,1672.965,1673.118,340
2022-09-16 15:00:00,1673.095,1676.165,1672.912,1673.898,389
2022-09-19 00:00:00,1668.388,1669.588,1667.228,1667.548,370
2022-09-19 01:00:00,1667.518,1667.518,1664.705,1665.878,373
2022-09-19 02:00:00,1665.898,1665.918,1659.583,1662.648,353
2022-09-19 03:00:00,1662.608,1666.668,1660.838,1662.435,368
2022-09-19 04:00:00,1662.426,1664.935,1662.128,1663.743,397
2022-09-19 05:00:00,1663.755,1665.768,1662.008,1664.978,338
2022-09-19 06:00:00,1664.978,1665.938,1660.625,1661.838,330
2022-09-19 07:00:00,1661.848,1667.575,1661.238,1664.788,334
2022-09-19 08:00:00,1664.788,1668.145,1662.198,1664.558,333
2022-09-19 09:00:00,1664.558,1673.055,1663.335,1671.865,306
2022-09-19 10:00:00,1671.938,1675.228,1670.518,1670.598,335
2022-09-19 11:00:00,1670.618,1672.015,1669.505,1670.648,307
2022-09-19 12:00:00,1670.645,1671.425,1668.785,1670.703,311
2022-09-19 13:00:00,1670.748,1671.945,1669.618,1670.975,314
2022-09-19 14:00:00,1670.998,1674.745,1670.998,1674.503,336
2022-09-19 15:00:00,1674.495,1675.875,1674.135,1675.618,311
2022-09-19 17:00:00,1675.225,1675.958,1675.075,1675.398,523
2022-09-19 18:00:00,1675.368,1675.815,1674.728,1675.635,394
2022-09-19 19:00:00,1675.615,1679.288,1675.235,1675.948,377
2022-09-19 20:00:00,1675.938,1676.828,1673.263,1674.288,349
2022-09-19 21:00:00,1674.358,1677.645,1674.358,1676.615,343
2022-09-19 22:00:00,1676.615,1677.775,1675.733,1676.865,389
2022-09-19 23:00:00,1677.038,1677.115,1673.068,1673.365,384
2022-09-20 00:00:00,1673.365,1673.375,1670.295,1670.618,373
2022-09-20 01:00:00,1670.678,1674.685,1670.088,1672.828,376
2022-09-20 02:00:00,1672.828,1675.785,1671.828,1672.492,370
2022-09-20 03:00:00,1672.492,1672.492,1667.928,1668.825,301
2022-09-20 04:00:00,1668.825,1670.165,1666.498,1667.728,275
2022-09-20 05:00:00,1667.748,1669.505,1666.008,1668.465,318
2022-09-20 06:00:00,1668.485,1670.175,1666.328,1668.698,304
2022-09-20 07:00:00,1668.698,1669.198,1665.125,1667.755,308
2022-09-20 08:00:00,1667.715,1668.778,1659.875,1665.105,293
2022-09-20 09:00:00,1665.065,1666.098,1660.618,1665.245,290
2022-09-20 10:00:00,1665.245,1666.748,1663.968,1665.525,320
2022-09-20 11:00:00,1665.525,1665.715,1663.095,1663.918,298
2022-09-20 12:00:00,1663.938,1666.035,1661.457,1664.875,269
2022-09-20 13:00:00,1664.825,1665.755,1662.838,1663.895,313
2022-09-20 14:00:00,1663.895,1666.203,1663.455,1664.935,329
2022-09-20 15:00:00,1664.918,1665.505,1664.178,1664.698,329
2022-09-20 17:00:00,1664.375,1665.138,1664.008,1665.138,482
2022-09-20 18:00:00,1665.138,1666.598,1665.068,1666.281,261
2022-09-20 19:00:00,1666.281,1667.371,1663.556,1663.881,389
2022-09-20 20:00:00,1663.881,1665.238,1663.455,1664.678,339
2022-09-20 21:00:00,1664.678,1666.318,1664.068,1664.855,297
2022-09-20 22:00:00,1664.835,1665.395,1662.743,1663.635,355
2022-09-20 23:00:00,1663.625,1663.645,1661.6,1661.906,398
2022-09-21 00:00:00,1661.915,1666.238,1661.792,1665.775,336
2022-09-21 01:00:00,1665.758,1676.078,1664.835,1671.238,328
2022-09-21 02:00:00,1671.252,1673.775,1670.548,1670.938,335
2022-09-21 03:00:00,1670.875,1672.055,1669.318,1671.055,323
2022-09-21 04:00:00,1671.055,1674.815,1670.815,1673.268,303
2022-09-21 05:00:00,1673.268,1676.145,1673.109,1674.348,298
2022-09-21 06:00:00,1674.348,1677.438,1672.945,1675.045,327
2022-09-21 07:00:00,1675.025,1676.278,1672.628,1674.088,319
2022-09-21 08:00:00,1674.098,1674.988,1671.388,1671.933,311
2022-09-21 09:00:00,1671.898,1672.875,1666.088,1668.078,315
2022-09-21 10:00:00,1668.038,1668.865,1665.638,1667.468,313
2022-09-21 11:00:00,1667.438,1667.735,1664.838,1665.185,302
2022-09-21 12:00:00,1665.185,1670.718,1664.798,1668.508,332
2022-09-21 13:00:00,1668.532,1687.948,1653.649,1685.804,665
2022-09-21 14:00:00,1685.805,1687.605,1669.958,1672.328,408
2022-09-21 15:00:00,1672.322,1674.618,1671.985,1673.628,464
2022-09-21 17:00:00,1673.038,1673.722,1670.168,1671.018,557
2022-09-21 18:00:00,1670.978,1671.568,1665.715,1666.938,371
2022-09-21 19:00:00,1666.928,1667.018,1660.255,1660.385,395
2022-09-21 20:00:00,1660.365,1660.718,1656.585,1659.795,432
2022-09-21 21:00:00,1659.795,1664.898,1658.065,1663.682,393
2022-09-21 22:00:00,1663.682,1663.682,1659.678,1660.395,475
2022-09-21 23:00:00,1660.395,1661.568,1659.188,1660.275,395
2022-09-22 00:00:00,1660.265,1663.578,1660.008,1660.895,418
2022-09-22 01:00:00,1660.895,1662.838,1658.293,1659.075,410
2022-09-22 02:00:00,1659.075,1661.148,1655.536,1658.755,339
2022-09-22 03:00:00,1658.768,1678.025,1657.815,1670.755,315
2022-09-22 04:00:00,1670.755,1673.158,1666.295,1666.505,321
2022-09-22 05:00:00,1666.505,1669.285,1665.095,1668.305,350
2022-09-22 06:00:00,1668.286,1672.735,1664.658,1672.065,366
2022-09-22 07:00:00,1672.095,1684.788,1671.205,1681.755,319
2022-09-22 08:00:00,1681.8,1681.8,1671.858,1673.212,309
2022-09-22 09:00:00,1673.215,1677.935,1670.416,1670.875,348
2022-09-22 10:00:00,1670.865,1672.845,1667.828,1671.435,290
2022-09-22 11:00:00,1671.435,1676.258,1670.525,1674.025,306
2022-09-22 12:00:00,1673.952,1674.568,1671.625,1671.858,321
2022-09-22 13:00:00,1671.868,1672.195,1669.238,1669.938,324
2022-09-22 14:00:00,1669.938,1674.395,1669.938,1671.698,316
2022-09-22 15:00:00,1671.728,1672.415,1670.738,1670.958,296
2022-09-22 17:00:00,1671.218,1671.523,1670.335,1671.198,456
2022-09-22 18:00:00,1671.138,1672.795,1670.995,1672.605,461
2022-09-22 19:00:00,1672.605,1674.658,1672.158,1674.188,384
2022-09-22 20:00:00,1674.218,1675.838,1671.348,1672.708,371
2022-09-22 21:00:00,1672.708,1672.728,1669.285,1670.438,324
2022-09-22 22:00:00,1670.438,1671.438,1668.458,1669.025,285
2022-09-22 23:00:00,1669.025,1669.728,1668.135,1668.578,396
2022-09-23 00:00:00,1668.578,1672.405,1668.268,1671.858,369
2022-09-23 01:00:00,1671.868,1674.058,1669.575,1670.388,390
2022-09-23 02:00:00,1670.405,1670.732,1666.236,1667.318,369
2022-09-23 03:00:00,1667.318,1668.253,1660.665,1661.496,296
2022-09-23 04:00:00,1661.493,1662.988,1652.524,1657.096,303
2022-09-23 05:00:00,1657.065,1658.185,1641.008,1643.405,321
2022-09-23 06:00:00,1643.355,1648.518,1641.415,1647.648,359
2022-09-23 07:00:00,1647.595,1650.655,1642.868,1646.035,329
2022-09-23 08:00:00,1646.035,1657.79,1643.225,1644.885,347
2022-09-23 09:00:00,1644.845,1647.465,1641.446,1643.425,311
2022-09-23 10:00:00,1643.471,1648.975,1643.335,1646.142,317
2022-09-23 11:00:00,1646.152,1648.198,1645.208,1646.148,339
2022-09-23 12:00:00,1646.148,1648.355,1643.408,1644.375,312
2022-09-23 13:00:00,1644.375,1645.318,1639.617,1640.198,300
2022-09-23 14:00:00,1640.178,1644.958,1640.153,1642.888,320
2022-09-23 15:00:00,1642.935,1645.088,1642.852,1643.598,360
2022-09-26 00:00:00,1635.138,1640.095,1634.508,1636.818,413
2022-09-26 01:00:00,1636.818,1640.172,1635.445,1637.598,454
2022-09-26 02:00:00,1637.625,1649.648,1636.835,1643.955,370
2022-09-26 03:00:00,1643.985,1647.458,1642.631,1646.418,303
2022-09-26 04:00:00,1646.478,1646.985,1641.235,1641.845,328
2022-09-26 05:00:00,1641.845,1642.275,1636.125,1639.358,336
2022-09-26 06:00:00,1639.358,1641.206,1637.858,1639.865,325
2022-09-26 07:00:00,1639.865,1647.618,1639.788,1645.948,328
2022-09-26 08:00:00,1645.915,1647.598,1642.515,1646.118,349
2022-09-26 09:00:00,1646.115,1648.225,1642.878,1644.055,296
2022-09-26 10:00:00,1644.005,1645.125,1634.108,1634.258,300
2022-09-26 11:00:00,1634.228,1635.138,1627.705,1631.135,332
2022-09-26 12:00:00,1631.135,1631.225,1621.645,1624.338,322
2022-09-26 13:00:00,1624.348,1627.655,1622.148,1627.228,336
2022-09-26 14:00:00,1627.228,1631.203,1623.608,1624.168,370
2022-09-26 15:00:00,1624.218,1624.408,1621.033,1622.178,334
2022-09-26 17:00:00,1621.148,1627.288,1621.148,1627.288,571
2022-09-26 18:00:00,1627.245,1628.528,1625.965,1627.508,437
2022-09-26 19:00:00,1627.495,1630.908,1627.438,1630.688,358
2022-09-26 20:00:00,1630.618,1632.968,1629.058,1630.008,364
2022-09-26 21:00:00,1630.008,1630.608,1628.428,1630.318,412
2022-09-26 22:00:00,1630.358,1631.615,1628.855,1631.058,313
2022-09-26 23:00:00,1631.058,1632.135,1630.868,1631.558,363
2022-09-27 00:00:00,1631.488,1636.255,1631.028,1635.878,292
2022-09-27 01:00:00,1635.898,1637.934,1633.479,1635.508,360
2022-09-27 02:00:00,1635.508,1640.485,1635.453,1637.188,316
2022-09-27 03:00:00,1637.188,1637.998,1633.665,1635.668,327
2022-09-27 04:00:00,1635.698,1637.035,1632.319,1632.915,316
2022-09-27 05:00:00,1632.915,1638.025,1632.785,1636.988,315
2022-09-27 06:00:00,1636.938,1642.335,1636.478,1636.635,296
2022-09-27 07:00:00,1636.635,1640.395,1634.735,1635.306,301
2022-09-27 08:00:00,1635.306,1639.895,1634.466,1638.982,319
2022-09-27 09:00:00,1638.982,1638.982,1632.715,1636.045,350
2022-09-27 10:00:00,1636.121,1637.884,1631.818,1634.025,322
2022-09-27 11:00:00,1634.035,1634.095,1628.178,1629.365,305
2022-09-27 12:00:00,1629.348,1630.905,1626.587,1630.795,372
2022-09-27 13:00:00,1630.818,1632.535,1629.185,1631.531,319
2022-09-27 14:00:00,1631.498,1631.565,1626.618,1627.135,322
2022-09-27 15:00:00,1627.205,1629.608,1627.205,1628.738,297
2022-09-27 17:00:00,1628.478,1630.288,1628.215,1629.888,1028
2022-09-27 18:00:00,1629.858,1629.858,1627.578,1628.718,427
2022-09-27 19:00:00,1628.748,1630.445,1625.158,1626.778,349
2022-09-27 20:00:00,1626.778,1627.178,1623.428,1623.778,346
2022-09-27 21:00:00,1623.855,1625.275,1622.903,1624.784,373
2022-09-27 22:00:00,1624.785,1626.275,1624.245,1624.503,365
2022-09-27 23:00:00,1624.508,1625.568,1622.738,1623.395,314
2022-09-28 00:00:00,1623.418,1625.428,1622.558,1623.138,398
2022-09-28 01:00:00,1623.108,1624.234,1619.915,1621.658,372
2022-09-28 02:00:00,1621.648,1623.748,1614.71,1621.795,311
2022-09-28 03:00:00,1621.848,1624.288,1618.508,1620.038,286
2022-09-28 04:00:00,1620.038,1620.288,1616.028,1616.572,325
2022-09-28 05:00:00,1616.572,1631.494,1615.802,1628.725,312
2022-09-28 06:00:00,1628.735,1630.115,1622.298,1624.328,331
2022-09-28 07:00:00,1624.328,1638.228,1624.088,1635.015,317
2022-09-28 08:00:00,1635.015,1652.638,1633.715,1649.118,309
2022-09-28 09:00:00,1649.278,1654.013,1646.648,1650.478,339
2022-09-28 10:00:00,1650.448,1659.808,1649.548,1658.645,316
2022-09-28 11:00:00,1658.685,1660.731,1655.188,1659.135,314
2022-09-28 12:00:00,1659.155,1662.645,1658.608,1660.545,375
2022-09-28 13:00:00,1660.538,1662.139,1658.788,1661.769,362
2022-09-28 14:00:00,1661.769,1662.275,1658.678,1660.515,345
2022-09-28 15:00:00,1660.495,1660.628,1658.728,1659.658,364
2022-09-28 17:00:00,1659.658,1659.925,1657.368,1657.408,432
2022-09-28 18:00:00,1657.408,1658.188,1656.095,1656.095,441
2022-09-28 19:00:00,1656.095,1656.965,1652.785,1653.815,373
2022-09-28 20:00:00,1653.845,1659.285,1653.805,1655.675,377
2022-09-28 21:00:00,1655.645,1655.675,1652.405,1653.325,360
2022-09-28 22:00:00,1653.365,1655.085,1651.875,1654.285,340
2022-09-28 23:00:00,1654.345,1654.418,1651.905,1652.195,400
2022-09-29 00:00:00,1652.165,1652.445,1642.778,1643.855,366
2022-09-29 01:00:00,1643.855,1647.385,1641.408,1647.098,415
2022-09-29 02:00:00,1647.118,1647.305,1641.544,1644.815,341
2022-09-29 03:00:00,1644.878,1647.945,1643.385,1644.088,322
2022-09-29 04:00:00,1644.038,1651.105,1644.038,1647.732,306
2022-09-29 05:00:00,1647.722,1651.012,1645.958,1649.909,334
2022-09-29 06:00:00,1649.945,1652.15,1647.949,1651.298,327
2022-09-29 07:00:00,1651.318,1656.04,1647.688,1649.265,339
2022-09-29 08:00:00,1649.265,1658.048,1649.265,1653.185,318
2022-09-29 09:00:00,1653.225,1655.436,1644.465,1653.215,328
2022-09-29 10:00:00,1653.205,1661.898,1652.838,1659.818,307
2022-09-29 11:00:00,1659.816,1664.746,1658.665,1658.735,300
2022-09-29 12:00:00,1658.735,1661.915,1657.635,1658.1,316
2022-09-29 13:00:00,1658.1,1659.628,1657.088,1658.798,294
2022-09-29 14:00:00,1658.815,1662.073,1658.245,1661.025,314
2022-09-29 15:00:00,1661.025,1661.025,1659.475,1660.308,310
2022-09-29 17:00:00,1661.048,1664.158,1660.328,1663.028,322
2022-09-29 18:00:00,1663.028,1665.045,1662.028,1664.455,375
2022-09-29 19:00:00,1664.495,1665.165,1662.115,1664.61,417
2022-09-29 20:00:00,1664.622,1664.765,1661.248,1661.435,391
2022-09-29 21:00:00,1661.298,1663.798,1659.158,1663.218,417
2022-09-29 22:00:00,1663.258,1663.778,1661.748,1662.098,367
2022-09-29 23:00:00,1662.098,1663.345,1661.088,1662.895,367
2022-09-30 00:00:00,1662.909,1667.968,1662.668,1667.508,389
2022-09-30 01:00:00,1667.508,1669.708,1664.748,1669.585,351
2022-09-30 02:00:00,1669.625,1674.145,1668.468,1672.997,378
2022-09-30 03:00:00,1673.025,1674.055,1669.485,1671.895,322
2022-09-30 04:00:00,1671.998,1672.335,1667.018,1667.465,323
2022-09-30 05:00:00,1667.455,1669.978,1664.685,1665.745,317
2022-09-30 06:00:00,1665.785,1666.595,1662.528,1663.158,343
2022-09-30 07:00:00,1663.168,1669.365,1662.128,1664.408,326
2022-09-30 08:00:00,1664.438,1670.875,1661.915,1670.008,339
2022-09-30 09:00:00,1669.965,1675.265,1669.505,1673.048,370
2022-09-30 10:00:00,1673.028,1674.471,1670.375,1671.228,308
2022-09-30 11:00:00,1671.238,1671.628,1663.898,1664.018,328
2022-09-30 12:00:00,1663.998,1665.865,1660.925,1662.875,353
2022-09-30 13:00:00,1662.878,1664.725,1661.298,1661.938,296
2022-09-30 14:00:00,1661.975,1663.145,1659.968,1661.645,310
2022-09-30 15:00:00,1661.608,1662.368,1659.978,1659.978,393
